Source,Year,Weight,Target
WB-UNFPA-1986,1986,4,UNFPA
WB-WHO-1986,1986,9,WHO
WB-UNFPA-1987,1987,3,UNFPA
WB-UNICEF-1987,1987,6,UNICEF
WB-WHO-1987,1987,7,WHO
WB-UNDP-1987,1987,7,UNDP
WB-UNICEF-1988,1988,1,UNICEF
WB-UNDP-1988,1988,1,UNDP
WB-WHO-1988,1988,1,WHO
WB-UNICEF-1989,1989,2,UNICEF
WB-UNDP-1989,1989,2,UNDP
WB-UNFPA-1989,1989,2,UNFPA
WB-WHO-1989,1989,6,WHO
WB-UNFPA-1990,1990,2,UNFPA
WB-UNICEF-1990,1990,2,UNICEF
WB-WHO-1990,1990,2,WHO
WB-WHO-1991,1991,1,WHO
WB-UNFPA-1992,1992,2,UNFPA
WB-UNICEF-1992,1992,3,UNICEF
WB-UNDP-1992,1992,3,UNDP
WB-WHO-1992,1992,8,WHO
WB-UNFPA-1993,1993,2,UNFPA
WB-UNICEF-1993,1993,5,UNICEF
WB-WHO-1993,1993,7,WHO
WB-UNICEF-1994,1994,1,UNICEF
WB-WHO-1994,1994,1,WHO
WB-WHO-1995,1995,2,WHO
WB-UNDP-1997,1997,1,UNDP
WB-UNFPA-1997,1997,1,UNFPA
WB-UNAIDS-1997,1997,1,UNAIDS
WB-UNICEF-1997,1997,2,UNICEF
WB-WHO-1997,1997,4,WHO
WB-UNICEF-1998,1998,3,UNICEF
WB-WHO-1998,1998,3,WHO
WB-UNICEF-1999,1999,2,UNICEF
WB-UNDP-1999,1999,2,UNDP
WB-WHO-1999,1999,7,WHO
WB-UNICEF-2000,2000,3,UNICEF
WB-GAVI-2000,2000,5,GAVI
WB-WHO-2000,2000,5,WHO
WB-UNAIDS-2001,2001,1,UNAIDS
WB-UNICEF-2001,2001,2,UNICEF
WB-UNDP-2001,2001,2,UNDP
WB-WHO-2001,2001,3,WHO
WB-UNAIDS-2002,2002,4,UNAIDS
WB-WHO-2002,2002,5,WHO
WB-GF-2002,2002,7,GF
WB-WHO-2003,2003,3,WHO
WB-GF-2003,2003,4,GF
WB-WHO-2004,2004,4,WHO
WB-UNICEF-2004,2004,8,UNICEF
WB-GF-2004,2004,11,GF
WB-GF-2005,2005,1,GF
WB-GF-2006,2006,2,GF
WB-WHO-2006,2006,2,WHO
WB-WHO-2009,2009,1,WHO
WB-GF-2009,2009,1,GF
WB-GAVI-2009,2009,5,GAVI
WB-GF-2010,2010,3,GF
WB-UNICEF-2012,2012,1,UNICEF
WB-WHO-2012,2012,1,WHO
WB-GAVI-2012,2012,2,GAVI
WB-UNICEF-2013,2013,3,UNICEF
WB-WHO-2013,2013,4,WHO
WB-GAVI-2014,2014,2,GAVI
WB-UNICEF-2015,2015,1,UNICEF
WB-GAVI-2015,2015,1,GAVI
WB-WHO-2015,2015,1,WHO
WB-GAVI-2016,2016,1,GAVI
WB-WHO-2016,2016,2,WHO
WB-UNICEF-2016,2016,3,UNICEF
WB-UNICEF-2017,2017,1,UNICEF
WB-GF-2017,2017,1,GF
WB-GAVI-2017,2017,1,GAVI
WB-WHO-2017,2017,1,WHO
WHO-WB-1970,1970,1,WB
WHO-UNFPA-1970,1970,27,UNFPA
WHO-UNICEF-1970,1970,243,UNICEF
WHO-UNDP-1970,1970,380,UNDP
WHO-WB-1971,1971,27,WB
WHO-UNFPA-1971,1971,101,UNFPA
WHO-UNICEF-1971,1971,256,UNICEF
WHO-UNDP-1971,1971,437,UNDP
WHO-WB-1972,1972,27,WB
WHO-UNFPA-1972,1972,128,UNFPA
WHO-UNICEF-1972,1972,227,UNICEF
WHO-UNDP-1972,1972,388,UNDP
WHO-WB-1973,1973,32,WB
WHO-UNFPA-1973,1973,153,UNFPA
WHO-UNICEF-1973,1973,248,UNICEF
WHO-UNDP-1973,1973,391,UNDP
WHO-WB-1974,1974,23,WB
WHO-UNFPA-1974,1974,133,UNFPA
WHO-UNICEF-1974,1974,258,UNICEF
WHO-UNDP-1974,1974,424,UNDP
WHO-WB-1975,1975,48,WB
WHO-UNFPA-1975,1975,123,UNFPA
WHO-UNICEF-1975,1975,235,UNICEF
WHO-UNDP-1975,1975,436,UNDP
WHO-UNFPA-1977,1977,5,UNFPA
WHO-WB-1977,1977,16,WB
WHO-UNDP-1977,1977,22,UNDP
WHO-UNICEF-1977,1977,42,UNICEF
WHO-UNFPA-1979,1979,7,UNFPA
WHO-WB-1979,1979,8,WB
WHO-UNICEF-1979,1979,33,UNICEF
WHO-UNDP-1979,1979,37,UNDP
WHO-WB-1981,1981,11,WB
WHO-UNFPA-1981,1981,11,UNFPA
WHO-UNDP-1981,1981,37,UNDP
WHO-UNICEF-1981,1981,39,UNICEF
WHO-UNFPA-1983,1983,3,UNFPA
WHO-WB-1983,1983,6,WB
WHO-UNICEF-1983,1983,24,UNICEF
WHO-UNDP-1983,1983,31,UNDP
WHO-UNFPA-1985,1985,2,UNFPA
WHO-WB-1985,1985,17,WB
WHO-UNDP-1985,1985,21,UNDP
WHO-UNICEF-1985,1985,33,UNICEF
WHO-UNFPA-1987,1987,9,UNFPA
WHO-WB-1987,1987,16,WB
WHO-UNDP-1987,1987,28,UNDP
WHO-UNICEF-1987,1987,33,UNICEF
WHO-UNFPA-1989,1989,8,UNFPA
WHO-UNICEF-1989,1989,13,UNICEF
WHO-UNDP-1989,1989,14,UNDP
WHO-WB-1989,1989,14,WB
WHO-UNFPA-1991,1991,13,UNFPA
WHO-WB-1991,1991,20,WB
WHO-UNDP-1991,1991,27,UNDP
WHO-UNICEF-1991,1991,34,UNICEF
WHO-UNFPA-1993,1993,12,UNFPA
WHO-UNDP-1993,1993,13,UNDP
WHO-WB-1993,1993,27,WB
WHO-UNICEF-1993,1993,35,UNICEF
WHO-UNFPA-1995,1995,2,UNFPA
WHO-UNDP-1995,1995,2,UNDP
WHO-WB-1995,1995,2,WB
WHO-UNICEF-1995,1995,13,UNICEF
WHO-UNFPA-1996,1996,2,UNFPA
WHO-UNDP-1996,1996,3,UNDP
WHO-WB-1996,1996,10,WB
WHO-UNICEF-1996,1996,17,UNICEF
WHO-UNFPA-1997,1997,3,UNFPA
WHO-WB-1997,1997,3,WB
WHO-UNAIDS-1997,1997,4,UNAIDS
WHO-UNDP-1997,1997,5,UNDP
WHO-UNICEF-1997,1997,12,UNICEF
WHO-UNAIDS-1998,1998,3,UNAIDS
WHO-UNFPA-1998,1998,8,UNFPA
WHO-UNDP-1998,1998,8,UNDP
WHO-WB-1998,1998,17,WB
WHO-UNICEF-1998,1998,20,UNICEF
WHO-UNDP-1999,1999,5,UNDP
WHO-UNICEF-1999,1999,6,UNICEF
WHO-UNAIDS-1999,1999,6,UNAIDS
WHO-WB-1999,1999,19,WB
WHO-UNICEF-2000,2000,1,UNICEF
WHO-WB-2000,2000,1,WB
WHO-GAVI-2000,2000,4,GAVI
WHO-WB-2001,2001,1,WB
WHO-WB-2002,2002,1,WB
WHO-UNAIDS-2002,2002,1,UNAIDS
WHO-GAVI-2002,2002,3,GAVI
WHO-UNICEF-2002,2002,3,UNICEF
WHO-UNDP-2003,2003,1,UNDP
WHO-UNFPA-2003,2003,3,UNFPA
WHO-GF-2003,2003,3,GF
WHO-WB-2003,2003,4,WB
WHO-UNAIDS-2003,2003,6,UNAIDS
WHO-UNICEF-2003,2003,8,UNICEF
WHO-UNICEF-2004,2004,6,UNICEF
WHO-WB-2004,2004,15,WB
WHO-GF-2004,2004,16,GF
WHO-UNAIDS-2004,2004,22,UNAIDS
WHO-UNICEF-2005,2005,1,UNICEF
WHO-UNAIDS-2005,2005,1,UNAIDS
WHO-WB-2005,2005,2,WB
WHO-WB-2005,2005,2,WB
WHO-UNFPA-2005,2005,5,UNFPA
WHO-UNICEF-2005,2005,19,UNICEF
WHO-GF-2006,2006,2,GF
WHO-GAVI-2006,2006,3,GAVI
WHO-UNICEF-2006,2006,3,UNICEF
WHO-WB-2006,2006,5,WB
WHO-GF-2007,2007,2,GF
WHO-UNAIDS-2007,2007,2,UNAIDS
WHO-GAVI-2008,2008,2,GAVI
WHO-UNICEF-2008,2008,4,UNICEF
WHO-WB-2008,2008,7,WB
WHO-UNDP-2008,2008,7,UNDP
WHO-WB-2010,2010,1,WB
WHO-GF-2010,2010,1,GF
WHO-GAVI-2010,2010,2,GAVI
WHO-GAVI-2013,2013,1,GAVI
WHO-GF-2013,2013,1,GF
WHO-UNICEF-2013,2013,2,UNICEF
WHO-UNDP-2013,2013,2,UNDP
WHO-UNFPA-2013,2013,2,UNFPA
WHO-WB-2013,2013,4,WB
WHO-UNDP-2015,2015,1,UNDP
WHO-UNFPA-2015,2015,1,UNFPA
WHO-WB-2015,2015,3,WB
WHO-UNAIDS-2015,2015,4,UNAIDS
WHO-GF-2015,2015,5,GF
WHO-GAVI-2015,2015,6,GAVI
WHO-UNICEF-2015,2015,13,UNICEF
WHO-GF-2017,2017,1,GF
WHO-UNAIDS-2017,2017,1,UNAIDS
WHO-GAVI-2017,2017,2,GAVI
WHO-UNDP-2017,2017,3,UNDP
WHO-UNFPA-2017,2017,3,UNFPA
WHO-WB-2017,2017,5,WB
WHO-UNICEF-2017,2017,9,UNICEF
